1624801588991	GET 	 body: {}	/	 query: {} 	304 	[4ms]
1624817185788	POST 	 body: {"login":"admin","password":"admin"}	/login	 query: {} 	201 	[11ms]
1624817185809	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","id":"0abe5197-25a0-4d09-aa10-45a6ecd16bd3"},{"title":"Sprint","order":2,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","id":"e5da67fe-e430-4823-b2f8-764534eab91d"}],"id":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd"}	/boards	 query: {} 	201 	[20ms]
1624817185833	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","columnId":null,"id":"058f2ad5-d90d-4595-b0fe-f25c34ce7b9a"}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks	 query: {} 	201 	[5ms]
1624817185845	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks	 query: {} 	200 	[3ms]
1624817185910	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks	 query: {} 	200 	[7ms]
1624817185825	GET 	 body: {}	/boards/12345/tasks/12345	 query: {} 	500 	[97ms]
1624817185922	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/058f2ad5-d90d-4595-b0fe-f25c34ce7b9a	 query: {} 	200 	[3ms]
1624817185928	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"12345","columnId":null}	/boards/12345/tasks	 query: {} 	500 	[6ms]
1624817185931	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","columnId":null,"id":"09f274bd-92ba-4eb1-860f-c9cd800d0e40"}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks	 query: {} 	201 	[5ms]
1624817185939	PUT 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"12345","columnId":null,"id":"12345"}	/boards/12345/tasks/12345	 query: {} 	500 	[7ms]
1624817185943	DELETE 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/09f274bd-92ba-4eb1-860f-c9cd800d0e40	 query: {} 	200 	[5ms]
1624817185912	GET 	 body: {}	/users	 query: {} 	200 	[98ms]
1624817186006	DELETE 	 body: {}	/boards/12345/tasks/12345	 query: {} 	500 	[5ms]
1624817185913	GET 	 body: {}	/boards	 query: {} 	200 	[101ms]
1624817186005	POST 	 body: {"login":"admin","password":"admin"}	/login	 query: {} 	201 	[10ms]
1624817186090	GET 	 body: {}	/users	 query: {} 	200 	[4ms]
1624817186091	GET 	 body: {}	/boards/12345	 query: {} 	500 	[4ms]
1624817186092	GET 	 body: {}	/users/123	 query: {} 	500 	[6ms]
1624817186008	POST 	 body: {"login":"admin","password":"admin"}	/login	 query: {} 	201 	[94ms]
1624817186007	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","columnId":null,"id":"bd6db967-c022-4104-8fdd-009cbb0a1ae6"}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks	 query: {} 	201 	[105ms]
1624817186101	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"020f569f-534d-4c9e-a027-55c6fcb08fa7","id":"9650f548-4ba0-4299-8ca4-06f4c4955833"},{"title":"Sprint","order":2,"boardId":"020f569f-534d-4c9e-a027-55c6fcb08fa7","id":"367588b7-ff7c-493d-a1bf-8fc6f6a393d6"}],"id":"020f569f-534d-4c9e-a027-55c6fcb08fa7"}	/boards	 query: {} 	201 	[17ms]
1624817186109	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$LThTjxgwLbOxtyeNc7yh..83y9XQ9/N3QytclccASgMZuNnIqspnG"}	/users	 query: {} 	400 	[10ms]
1624817186105	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$3iJHQfrbAr0sMzf3.4r6NOrxbYduNf7RSikX.DGbNWc44UxMD.lh."}	/users	 query: {} 	400 	[25ms]
1624817186114	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"6838c634-4397-4049-bedb-86a80110f85d","id":"0fabc96a-3598-4724-9b86-ecae09a5ac91"},{"title":"Sprint","order":2,"boardId":"6838c634-4397-4049-bedb-86a80110f85d","id":"431ee790-673a-4280-b65f-bd6f027abecb"}],"id":"6838c634-4397-4049-bedb-86a80110f85d"}	/boards	 query: {} 	201 	[17ms]
1624817186124	PUT 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1},{"title":"Sprint","order":2}],"id":"12345"}	/boards/12345	 query: {} 	400 	[8ms]
1624817186126	PUT 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$IJaIcA2IkS9Pedq5FI6KXeqzf/knj.eJ3dshDW0Qedkwm7/zfxdu.","id":"12345"}	/users/12345	 query: {} 	400 	[6ms]
1624817186115	PUT 	 body: {"title":"Autotest updated task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"9b9b267a-bddd-45c4-a164-4bbd33cb8ccd","columnId":null,"id":"bd6db967-c022-4104-8fdd-009cbb0a1ae6"}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/bd6db967-c022-4104-8fdd-009cbb0a1ae6	 query: {} 	200 	[18ms]
1624817186138	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/bd6db967-c022-4104-8fdd-009cbb0a1ae6	 query: {} 	200 	[4ms]
1624817186141	GET 	 body: {}	/boards	 query: {} 	200 	[4ms]
1624817186136	DELETE 	 body: {}	/boards/12345	 query: {} 	500 	[10ms]
1624817186139	DELETE 	 body: {}	/users/12345	 query: {} 	500 	[8ms]
1624817186147	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/058f2ad5-d90d-4595-b0fe-f25c34ce7b9a	 query: {} 	200 	[4ms]
1624817186153	DELETE 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/058f2ad5-d90d-4595-b0fe-f25c34ce7b9a	 query: {} 	200 	[3ms]
1624817186155	GET 	 body: {}	/boards	 query: {} 	200 	[5ms]
1624817186160	GET 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd/tasks/058f2ad5-d90d-4595-b0fe-f25c34ce7b9a	 query: {} 	404 	[2ms]
1624817186166	GET 	 body: {}	/boards/6838c634-4397-4049-bedb-86a80110f85d	 query: {} 	200 	[2ms]
1624817186166	DELETE 	 body: {}	/boards/9b9b267a-bddd-45c4-a164-4bbd33cb8ccd	 query: {} 	200 	[3ms]
1624817186163	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$eTGZqwfhZAOy30RQcMoZEu41AUYkOY7wWqMJdVOqWteLe/VJF2AVS"}	/users	 query: {} 	400 	[7ms]
1624817186173	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"ea772191-442f-419b-b1ed-1c5735d5946a","id":"635da914-dede-4256-95b7-9295bbb27231"},{"title":"Sprint","order":2,"boardId":"ea772191-442f-419b-b1ed-1c5735d5946a","id":"0b65f480-6067-476e-921c-46916833ef07"}],"id":"ea772191-442f-419b-b1ed-1c5735d5946a"}	/boards	 query: {} 	201 	[9ms]
1624817186174	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$RXy0CS.wgm29WcaEmw5qaeyVLfvQy0hnWDdUO/6l716Ot/JVdr0y6"}	/users	 query: {} 	400 	[11ms]
1624817186185	DELETE 	 body: {}	/boards/ea772191-442f-419b-b1ed-1c5735d5946a	 query: {} 	200 	[2ms]
1624817186188	PUT 	 body: {"name":"Autotest updated TEST_USER","login":"test_user","password":"$2b$05$tAsiXVqcCtLLpFosjz0gwuCg.D70mdmySQeDJfzLbHsIa2VWZXVum","id":"undefined"}	/users/undefined	 query: {} 	400 	[5ms]
1624817186192	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41","id":"b7aa753b-3464-48e6-b4d1-2019b26db98d"},{"title":"Sprint","order":2,"boardId":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41","id":"6b5b8530-31ff-4565-80e0-62c3a248644b"}],"id":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41"}	/boards	 query: {} 	201 	[7ms]
1624817186196	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$/hNa3siGubRFDt7mzKI4.e8AAqKvlFsG5uiVzCPOSwU2CTHLzXOnG"}	/users	 query: {} 	400 	[12ms]
1624817186204	PUT 	 body: {"title":"Autotest updated board","columns":[{"title":"Backlog","order":1,"boardId":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41","id":"b7aa753b-3464-48e6-b4d1-2019b26db98d"},{"title":"Sprint","order":2,"boardId":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41","id":"6b5b8530-31ff-4565-80e0-62c3a248644b"}],"id":"87e4b3b0-04b7-4169-8c9b-ecc4bbccce41"}	/boards/87e4b3b0-04b7-4169-8c9b-ecc4bbccce41	 query: {} 	200 	[9ms]
1624817186212	DELETE 	 body: {}	/users/undefined	 query: {} 	500 	[2ms]
1624817186216	GET 	 body: {}	/boards/87e4b3b0-04b7-4169-8c9b-ecc4bbccce41	 query: {} 	200 	[2ms]
1624817186220	DELETE 	 body: {}	/boards/87e4b3b0-04b7-4169-8c9b-ecc4bbccce41	 query: {} 	200 	[4ms]
1624817186221	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$PpddzXb13ONl.tdtBKvaCORPUv1dXv5iA7MaL/LlXXhjDhAjTZi5u"}	/users	 query: {} 	400 	[7ms]
1624817186227	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"4cc693aa-36bf-4d70-a87b-1a0de6164387","id":"3941e7ef-ce9d-49ab-b4d2-86f84a5908ce"},{"title":"Sprint","order":2,"boardId":"4cc693aa-36bf-4d70-a87b-1a0de6164387","id":"25fd7aa9-be99-4eed-81b7-32686739ab10"}],"id":"4cc693aa-36bf-4d70-a87b-1a0de6164387"}	/boards	 query: {} 	201 	[4ms]
1624817186232	DELETE 	 body: {}	/boards/4cc693aa-36bf-4d70-a87b-1a0de6164387	 query: {} 	200 	[2ms]
1624817186236	GET 	 body: {}	/boards/4cc693aa-36bf-4d70-a87b-1a0de6164387	 query: {} 	404 	[3ms]
1624817186242	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","id":"23640103-04b8-48da-b796-6c785eb297d5"},{"title":"Sprint","order":2,"boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","id":"11296bc7-0da1-4d16-bb5a-99fe7ad35800"}],"id":"2fa2211b-ae17-4330-ac95-4c566eccd79c"}	/boards	 query: {} 	201 	[3ms]
1624817186251	POST 	 body: {"title":"Task #1","order":1,"description":"Lorem ipsum","boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","userId":null,"columnId":null,"id":"a422fe73-f6d5-473b-8e84-b36ed5f86b00"}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks	 query: {} 	201 	[7ms]
1624817186251	POST 	 body: {"title":"Task #2","order":2,"description":"Lorem ipsum","boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","userId":null,"columnId":null,"id":"a8782b84-398c-405d-bc74-dac997d10621"}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks	 query: {} 	201 	[7ms]
1624817186252	POST 	 body: {"title":"Task #4","order":4,"description":"Lorem ipsum","boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","userId":null,"columnId":null,"id":"c9c9f33f-cad0-4e03-9978-f2c6c65c7009"}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks	 query: {} 	201 	[7ms]
1624817186252	POST 	 body: {"title":"Task #3","order":3,"description":"Lorem ipsum","boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","userId":null,"columnId":null,"id":"19f1d40c-3f7a-4919-ba85-f4944c143d9a"}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks	 query: {} 	201 	[7ms]
1624817186253	POST 	 body: {"title":"Task #5","order":5,"description":"Lorem ipsum","boardId":"2fa2211b-ae17-4330-ac95-4c566eccd79c","userId":null,"columnId":null,"id":"b70330e2-dca1-4453-8925-742023d57e30"}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks	 query: {} 	201 	[7ms]
1624817186265	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/a422fe73-f6d5-473b-8e84-b36ed5f86b00	 query: {} 	200 	[4ms]
1624817186266	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/19f1d40c-3f7a-4919-ba85-f4944c143d9a	 query: {} 	200 	[4ms]
1624817186267	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/a8782b84-398c-405d-bc74-dac997d10621	 query: {} 	200 	[3ms]
1624817186267	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/c9c9f33f-cad0-4e03-9978-f2c6c65c7009	 query: {} 	200 	[4ms]
1624817186268	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/b70330e2-dca1-4453-8925-742023d57e30	 query: {} 	200 	[4ms]
1624817186273	DELETE 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c	 query: {} 	200 	[2ms]
1624817186279	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/a422fe73-f6d5-473b-8e84-b36ed5f86b00	 query: {} 	404 	[4ms]
1624817186280	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/a8782b84-398c-405d-bc74-dac997d10621	 query: {} 	404 	[3ms]
1624817186280	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/19f1d40c-3f7a-4919-ba85-f4944c143d9a	 query: {} 	404 	[4ms]
1624817186281	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/c9c9f33f-cad0-4e03-9978-f2c6c65c7009	 query: {} 	404 	[4ms]
1624817186282	GET 	 body: {}	/boards/2fa2211b-ae17-4330-ac95-4c566eccd79c/tasks/b70330e2-dca1-4453-8925-742023d57e30	 query: {} 	404 	[4ms]
1624817186287	DELETE 	 body: {}	/boards/6838c634-4397-4049-bedb-86a80110f85d	 query: {} 	200 	[2ms]
1624817208044	GET 	 body: {}	/users	 query: {} 	200 	[57ms]
1624817208115	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$yTF2GEtLflIntH2w7CUhce0DWqWn4pNHY7Q6tGLdUtCVmYStuBmy2"}	/users	 query: {} 	400 	[11ms]
1624817208159	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$JEG2.Qv9ItE61/Ud8VGzCOF25QLAc1sX.tJnjEsmBgDK0q3rCU1oq"}	/users	 query: {} 	400 	[6ms]
1624817208169	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$NRxRzb84Q6E5jlVkBncWf.Ed6YlRvFdv50odEhPAkopwxkvjjIrP6"}	/users	 query: {} 	400 	[6ms]
1624817208178	PUT 	 body: {"name":"Autotest updated TEST_USER","login":"test_user","password":"$2b$05$Ism8BRoAQXYlGZD00sbj5OmVgLQMgQLwt.JBDt.XvScoTGEMNSU1.","id":"undefined"}	/users/undefined	 query: {} 	400 	[5ms]
1624817208186	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$8ois2bdMmF1GBqZ5CeCpzOFOs5vN72pKHpYoyEz6VT4oeEzaz9OtS"}	/users	 query: {} 	400 	[5ms]
1624817208193	DELETE 	 body: {}	/users/undefined	 query: {} 	500 	[3ms]
1624817208202	POST 	 body: {"name":"TEST_USER","login":"test_user","password":"$2b$05$V3xYgDX3N3A2LnrnDBQp.Oci/FhCvFaaSVgiQdDY43JFj5NwLf3Bi"}	/users	 query: {} 	400 	[6ms]
1624817208369	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"e3fd4fde-8ec9-46af-bd0a-3f7b1b8859e1","id":"8f1e3c50-3fea-4082-973b-859b7bd58eb6"},{"title":"Sprint","order":2,"boardId":"e3fd4fde-8ec9-46af-bd0a-3f7b1b8859e1","id":"e3fc6ae3-54c6-4021-8206-94ffe910271b"}],"id":"e3fd4fde-8ec9-46af-bd0a-3f7b1b8859e1"}	/boards	 query: {} 	201 	[7ms]
1624817208381	GET 	 body: {}	/boards	 query: {} 	200 	[5ms]
1624817208418	GET 	 body: {}	/boards	 query: {} 	200 	[4ms]
1624817208425	GET 	 body: {}	/boards/e3fd4fde-8ec9-46af-bd0a-3f7b1b8859e1	 query: {} 	200 	[2ms]
1624817208432	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"cf1818a7-1d81-44c7-a820-ab7c08a07502","id":"b40fecb9-1edd-43be-a1a3-9ba4704690dd"},{"title":"Sprint","order":2,"boardId":"cf1818a7-1d81-44c7-a820-ab7c08a07502","id":"be51f95f-7ec6-481c-b2f2-bb3d1d0da89a"}],"id":"cf1818a7-1d81-44c7-a820-ab7c08a07502"}	/boards	 query: {} 	201 	[4ms]
1624817208439	DELETE 	 body: {}	/boards/cf1818a7-1d81-44c7-a820-ab7c08a07502	 query: {} 	200 	[2ms]
1624817208443	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"119026dc-5de2-4790-aba8-9499f0e38407","id":"0ddb7f17-c424-4f06-b3ab-0952b094a450"},{"title":"Sprint","order":2,"boardId":"119026dc-5de2-4790-aba8-9499f0e38407","id":"6230e662-0759-4159-9245-5f576bb43cb3"}],"id":"119026dc-5de2-4790-aba8-9499f0e38407"}	/boards	 query: {} 	201 	[5ms]
1624817208450	PUT 	 body: {"title":"Autotest updated board","columns":[{"title":"Backlog","order":1,"boardId":"119026dc-5de2-4790-aba8-9499f0e38407","id":"0ddb7f17-c424-4f06-b3ab-0952b094a450"},{"title":"Sprint","order":2,"boardId":"119026dc-5de2-4790-aba8-9499f0e38407","id":"6230e662-0759-4159-9245-5f576bb43cb3"}],"id":"119026dc-5de2-4790-aba8-9499f0e38407"}	/boards/119026dc-5de2-4790-aba8-9499f0e38407	 query: {} 	200 	[6ms]
1624817208458	GET 	 body: {}	/boards/119026dc-5de2-4790-aba8-9499f0e38407	 query: {} 	200 	[3ms]
1624817208463	DELETE 	 body: {}	/boards/119026dc-5de2-4790-aba8-9499f0e38407	 query: {} 	200 	[1ms]
1624817208468	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"504124fb-f4f6-4cb0-a55d-22dd67fb8acd","id":"aa75ab2d-7b51-4a2e-8f04-7af5dcec41c9"},{"title":"Sprint","order":2,"boardId":"504124fb-f4f6-4cb0-a55d-22dd67fb8acd","id":"92ce8f50-3df0-4cbb-8516-16a60ff8d9de"}],"id":"504124fb-f4f6-4cb0-a55d-22dd67fb8acd"}	/boards	 query: {} 	201 	[3ms]
1624817208473	DELETE 	 body: {}	/boards/504124fb-f4f6-4cb0-a55d-22dd67fb8acd	 query: {} 	200 	[2ms]
1624817208477	GET 	 body: {}	/boards/504124fb-f4f6-4cb0-a55d-22dd67fb8acd	 query: {} 	404 	[3ms]
1624817208483	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","id":"6c54efba-2b7c-4bfe-b9d7-ce54154fc1df"},{"title":"Sprint","order":2,"boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","id":"b45516a2-2c72-4ea7-9e9c-7b837ffdcbdc"}],"id":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03"}	/boards	 query: {} 	201 	[4ms]
1624817208493	POST 	 body: {"title":"Task #1","order":1,"description":"Lorem ipsum","boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","userId":null,"columnId":null,"id":"d8acc902-034d-45fd-9982-e2478e9054d0"}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks	 query: {} 	201 	[8ms]
1624817208494	POST 	 body: {"title":"Task #2","order":2,"description":"Lorem ipsum","boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","userId":null,"columnId":null,"id":"b31a9380-d137-4624-9278-00d7f5398cc5"}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks	 query: {} 	201 	[126ms]
1624817208495	POST 	 body: {"title":"Task #4","order":4,"description":"Lorem ipsum","boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","userId":null,"columnId":null,"id":"7e83b7ac-b4df-4ad7-b540-c38863b33c4f"}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks	 query: {} 	201 	[126ms]
1624817208496	POST 	 body: {"title":"Task #5","order":5,"description":"Lorem ipsum","boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","userId":null,"columnId":null,"id":"ea930169-b667-4a05-bd31-88f57dcd1ad7"}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks	 query: {} 	201 	[125ms]
1624817208494	POST 	 body: {"title":"Task #3","order":3,"description":"Lorem ipsum","boardId":"7bd6e9eb-7f30-452d-b227-3b80f16d8d03","userId":null,"columnId":null,"id":"6e52dbaa-599d-45e4-9975-f49bc19bfa71"}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks	 query: {} 	201 	[128ms]
1624817208627	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/d8acc902-034d-45fd-9982-e2478e9054d0	 query: {} 	200 	[5ms]
1624817208628	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/b31a9380-d137-4624-9278-00d7f5398cc5	 query: {} 	200 	[5ms]
1624817208629	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/6e52dbaa-599d-45e4-9975-f49bc19bfa71	 query: {} 	200 	[4ms]
1624817208629	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/7e83b7ac-b4df-4ad7-b540-c38863b33c4f	 query: {} 	200 	[5ms]
1624817208631	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/ea930169-b667-4a05-bd31-88f57dcd1ad7	 query: {} 	200 	[4ms]
1624817208637	DELETE 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03	 query: {} 	200 	[3ms]
1624817208644	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/d8acc902-034d-45fd-9982-e2478e9054d0	 query: {} 	404 	[5ms]
1624817208645	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/b31a9380-d137-4624-9278-00d7f5398cc5	 query: {} 	404 	[5ms]
1624817208646	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/6e52dbaa-599d-45e4-9975-f49bc19bfa71	 query: {} 	404 	[4ms]
1624817208646	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/7e83b7ac-b4df-4ad7-b540-c38863b33c4f	 query: {} 	404 	[5ms]
1624817208647	GET 	 body: {}	/boards/7bd6e9eb-7f30-452d-b227-3b80f16d8d03/tasks/ea930169-b667-4a05-bd31-88f57dcd1ad7	 query: {} 	404 	[5ms]
1624817208654	DELETE 	 body: {}	/boards/e3fd4fde-8ec9-46af-bd0a-3f7b1b8859e1	 query: {} 	200 	[2ms]
1624817208796	POST 	 body: {"title":"Autotest board","columns":[{"title":"Backlog","order":1,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","id":"e3d95a1c-7950-477a-b72d-e45e8e874f2f"},{"title":"Sprint","order":2,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","id":"129ead09-2a2b-4996-8d85-b80bda66348d"}],"id":"d4d2959e-cb13-4d52-b713-5c5633858223"}	/boards	 query: {} 	201 	[4ms]
1624817208802	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","columnId":null,"id":"7951ac3a-e243-4342-aafd-8793a05ef4f4"}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks	 query: {} 	201 	[3ms]
1624817208809	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks	 query: {} 	200 	[2ms]
1624817208818	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks	 query: {} 	200 	[1ms]
1624817208822	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/7951ac3a-e243-4342-aafd-8793a05ef4f4	 query: {} 	200 	[2ms]
1624817208828	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","columnId":null,"id":"4ad4cec4-afdc-4030-8255-0fbcf631f72a"}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks	 query: {} 	201 	[4ms]
1624817208834	DELETE 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/4ad4cec4-afdc-4030-8255-0fbcf631f72a	 query: {} 	200 	[2ms]
1624817208838	POST 	 body: {"title":"Autotest task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","columnId":null,"id":"6e528518-5a79-4bd3-ba08-ba7668b7dab6"}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks	 query: {} 	201 	[3ms]
1624817208843	PUT 	 body: {"title":"Autotest updated task","order":0,"description":"Lorem ipsum","userId":null,"boardId":"d4d2959e-cb13-4d52-b713-5c5633858223","columnId":null,"id":"6e528518-5a79-4bd3-ba08-ba7668b7dab6"}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/6e528518-5a79-4bd3-ba08-ba7668b7dab6	 query: {} 	200 	[3ms]
1624817208848	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/6e528518-5a79-4bd3-ba08-ba7668b7dab6	 query: {} 	200 	[2ms]
1624817208853	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/7951ac3a-e243-4342-aafd-8793a05ef4f4	 query: {} 	200 	[1ms]
1624817208856	DELETE 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/7951ac3a-e243-4342-aafd-8793a05ef4f4	 query: {} 	200 	[2ms]
1624817208860	GET 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223/tasks/7951ac3a-e243-4342-aafd-8793a05ef4f4	 query: {} 	404 	[1ms]
1624817208863	DELETE 	 body: {}	/boards/d4d2959e-cb13-4d52-b713-5c5633858223	 query: {} 	200 	[1ms]
1624817324244	GET 	 body: {}	/users	 query: {} 	200 	[10ms]
